RegionRank	Rank	Name	Rating
5932	11205	Neil	1481.649
5933	11207	Ash	1481.637
5934	11208	Eloy	1481.62
5935	11209	Bebi Liguei	1481.613
5936	11209	Guillo	1481.613
5939	11215	Steph	1481.567
5940	11218	avgjoe	1481.559
5941	11221	Leo	1481.548
5942	11222	Colin	1481.546
5944	11224	jmcf	1481.516
5945	11224	Zandodak	1481.516
5946	11227	Goose	1481.49
5947	11229	RC	1481.482
5948	11230	Alua	1481.467
5949	11232	Stef	1481.465
5950	11233	Nick	1481.46
5951	11234	James	1481.459
5952	11236	Brent	1481.444
5953	11237	OCRobin	1481.438
5954	11239	Midorine	1481.432
5955	11240	Briånå	1481.411
5956	11242	Miggy	1481.407
5961	11252	Rudy	1481.335
5962	11252	Elisa	1481.335
5967	11259	Echidna	1481.303
5968	11260	Bugz	1481.302
5969	11261	CARNEEBOA	1481.294
5970	11263	Viātor	1481.266
5971	11265	Wombat	1481.248
5972	11266	Kevin	1481.247
5973	11267	radblaster	1481.242
5974	11269	Wombat	1481.237
5975	11274	Jouse	1481.206
5977	11276	UT	1481.183
5978	11277	Nezelo	1481.169
5980	11283	FireNinja90	1481.12
5981	11287	Michael	1481.044
5982	11288	STATS☆Césars	1481.035
5984	11290	Evan	1481.015
5985	11291	dew	1481.004
5987	11293	Tyler	1480.996
5989	11295	Chepe	1480.983
5991	11298	Khaotik	1480.936
5992	11301	Fate Lilium	1480.922
5993	11305	bearbert	1480.87
5994	11306	Cosmic	1480.858
5995	11308	Sage	1480.849
5998	11314	Giga	1480.792
5999	11314	BryOv	1480.792
6000	11317	Mollusk	1480.786
6001	11318	MarianX	1480.77
6003	11320	Caius	1480.764
6004	11321	Gregory	1480.72
6005	11324	Alejandro	1480.691
6006	11326	Stefan	1480.674
6010	11331	Shawn	1480.639
6011	11333	Jake	1480.596
6017	11342	B	1480.515
6018	11347	Shun	1480.439
6019	11348	king	1480.424
6020	11351	Mark	1480.388
6021	11356	Dany	1480.353
6022	11357	Edmond	1480.346
6023	11359	Gabe	1480.316
6024	11360	McGuirk	1480.291
6026	11362	Matic	1480.234
6027	11363	milan	1480.23
6030	11366	BIGMoma;]	1480.209
6031	11368	Adam	1480.189
6032	11369	RisingRaichu	1480.177
6033	11374	DLGC	1480.126
6034	11376	Zim	1480.116
6040	11386	Sho	1480.041
6041	11391	Sedrav	1480.006
6042	11393	Chazingdra	1479.993
6043	11394	LovingQ	1479.987
6045	11398	BlooShine	1479.965
6046	11401	Aiden	1479.956
6048	11404	Kratos	1479.95
6049	11407	Kyler	1479.925
6050	11408	Browny	1479.888
6051	11409	MSK Legend	1479.883
6053	11411	ReaPurr	1479.87
6054	11412	Tundra	1479.867
6055	11418	BrokenCross	1479.815
6056	11421	Drake	1479.79
6058	11423	Ryan	1479.784
6059	11424	Tom	1479.781
6060	11425	Renil	1479.757
6061	11426	Kekipi	1479.755
6062	11427	Manabu	1479.74
6063	11430	Larry	1479.689
6064	11431	I.b.o.m.s	1479.688
6067	11436	Moy	1479.661
6070	11443	Carlos	1479.591
6071	11446	Chez	1479.579
6073	11448	Zoro	1479.56
6074	11449	deivless	1479.549
6075	11450	CumBuckets	1479.52
6076	11454	Kain	1479.456
6077	11455	BigWallyWall	1479.452
6078	11456	Lukas	1479.429
6080	11460	Giff	1479.385
6081	11462	DkCerberus	1479.384
6082	11465	VincePrince	1479.345
6083	11468	Soul	1479.337
6084	11469	Beck	1479.328
6086	11474	Soleil Riley	1479.273
6087	11475	Nizza	1479.269
6088	11475	Michael	1479.269
6089	11477	Chris	1479.265
6090	11479	Thorkis	1479.252
6092	11482	FedeVGC	1479.224
6095	11489	Hmart	1479.147
6096	11490	Rile★	1479.111
6097	11492	Saikyou	1479.099
6098	11496	Jameson	1479.075
6099	11497	BigMane	1479.071
6100	11498	Boon	1479.052
6101	11499	Juls	1479.048
6103	11507	Dimaz	1478.935
6107	11519	Carlos	1478.826
6108	11520	Alex	1478.816
6109	11521	knicky	1478.768
6110	11523	Shaughn	1478.765
6111	11526	Ziggy	1478.723
6113	11528	Jdog	1478.72
6114	11531	Michael	1478.69
6115	11532	Scarlet	1478.671
6117	11535	Caju♪	1478.652
6118	11542	Imalma	1478.615
6121	11547	Barrett	1478.584
6124	11553	Tevin	1478.522
6125	11554	Julia	1478.521
6127	11557	Panda	1478.514
6128	11560	Amy	1478.488
6129	11563	Haruka	1478.471
6131	11567	Rextone	1478.434
6132	11569	Bra1l3y	1478.421
6133	11570	Toba	1478.415
6138	11583	Reynism	1478.261
6139	11585	Luc	1478.258
6140	11588	Tim	1478.211
6142	11594	Joaquin	1478.103
6144	11600	Aku	1477.989
6145	11602	Pajkos Póni	1477.969
6149	11609	Lou	1477.922
6151	11614	SaiyanBush	1477.876
6153	11618	Karajony	1477.831
6154	11620	Will	1477.761
6155	11621	Tacolord	1477.76
6156	11622	LuxioBro	1477.726
6158	11626	Kaige	1477.666
6159	11627	Michael	1477.662
6160	11628	Tal	1477.64
6161	11630	Aether	1477.606
6162	11631	Marche	1477.603
6163	11632	Connor	1477.593
6164	11633	Tyluh	1477.589
6165	11637	Chapin	1477.539
6166	11638	Yuki	1477.538
6167	11640	Shinobu	1477.517
6168	11641	Smirky	1477.506
6169	11644	Elia	1477.491
6171	11646	Adz	1477.448
6172	11648	Vincenzo	1477.406
6174	11650	FR1DGE	1477.397
6178	11660	Akeno	1477.252
6179	11662	V17	1477.235
6180	11663	Yannick	1477.204
6182	11666	Shiv	1477.168
6183	11667	Contessa	1477.145
6184	11668	A. Tristán	1477.144
6185	11669	Beau	1477.141
6186	11672	Bradley	1477.09
6187	11675	Orophin	1477.058
6190	11678	SilverWing	1477.038
6192	11682	Luna	1476.956
6193	11683	Jack	1476.936
6194	11686	J29reborn	1476.933
6195	11687	Ben	1476.928
6196	11688	Robert	1476.922
6197	11689	MrKarasti	1476.903
6199	11692	Jay	1476.884
6200	11693	FoxBear	1476.882
6201	11694	Lombard	1476.88
6202	11696	Ellie	1476.863
6204	11698	Brandon	1476.846
6205	11701	Gigi	1476.791
6208	11707	bill	1476.747
6209	11709	El Noob	1476.745
6210	11710	Leo	1476.737
6212	11712	Gavin	1476.71
6213	11713	9S-Wong	1476.708
6216	11716	GuimaVgC	1476.695
6217	11717	Tim	1476.668
6218	11720	John	1476.645
6219	11722	Lyonix	1476.637
6220	11723	nagilu	1476.634
6221	11726	Theo	1476.599
6222	11728	ian	1476.593
6224	11730	Atacky	1476.552
6226	11732	Ashton	1476.531
6227	11733	Nick	1476.512
6228	11735	Andrey	1476.5
6230	11737	x	1476.491
6231	11740	Grant	1476.451
6232	11743	Michael	1476.408
6233	11744	VicL	1476.379
6234	11746	^_^	1476.364
6235	11747	Hadrian	1476.362
6238	11752	Zeno	1476.333
6239	11753	ZiD	1476.302
6241	11757	Scruffz	1476.286
6242	11758	Shíkè	1476.28
6244	11759	NINE	1476.267
6246	11765	Tetra	1476.2
6247	11766	Asuka	1476.188
6248	11766	Cillian	1476.188
6249	11768	Vannys	1476.176
6250	11769	Luke	1476.175
6251	11770	DAVID	1476.163
6252	11771	TryZenVGC	1476.137
6253	11771	Karev	1476.137
6254	11773	Chris	1476.126
6257	11777	INET	1476.101
6258	11778	DJBeatCraft	1476.095
6259	11779	Klonk	1476.082
6260	11782	Himawari	1476.035
6262	11785	Phill110	1476.021
6263	11788	Florian	1475.975
6265	11793	Jeremo	1475.941
6266	11794	Aeya	1475.934
6268	11797	Peter	1475.869
6269	11798	Tiago	1475.847
6270	11801	Gabe	1475.798
6272	11803	Pseika	1475.785
6275	11807	Mind	1475.751
6276	11809	Jason	1475.724
6277	11812	Cameron	1475.694
6278	11813	Will	1475.693
6280	11818	David	1475.638
6281	11819	Stev	1475.629
6282	11821	Endearing	1475.605
6285	11825	Cheez	1475.593
6287	11831	Roy	1475.539
6288	11832	Rei	1475.521
6290	11834	Rhys	1475.495
6291	11835	CFerraZ	1475.491
6292	11837	Andre do reh	1475.482
6293	11839	Fdot	1475.425
6294	11842	Stevey	1475.369
6297	11845	GarnetSP	1475.342
6299	11849	hannah	1475.28
6305	11855	GamingBoy247	1475.241
6308	11861	Xemcail	1475.169
6309	11863	Super Beard	1475.159
6310	11864	GeNomer	1475.149
6311	11865	Dan	1475.143
6312	11866	Valiae	1475.139
6314	11868	slowboho	1475.117
6318	11875	Matt	1475.006
6321	11881	Steven	1474.927
6322	11882	Andrew	1474.921
6323	11883	James	1474.911
6325	11895	John	1474.767
6326	11896	Luis	1474.743
6327	11897	Gaspar	1474.737
6329	11899	Birdo	1474.719
6331	11904	Marc	1474.641
6334	11911	Jah	1474.575
6335	11912	Jay	1474.562
6338	11916	Luca	1474.533
6339	11916	Caleb	1474.533
6343	11922	Rleyh	1474.515
6344	11923	Jayson G	1474.514
6345	11926	Tatsumi	1474.487
6347	11928	terra	1474.478
6350	11933	Chubba	1474.4
6351	11938	Pier	1474.374
6352	11939	Press	1474.371
6353	11940	Julian	1474.349
6355	11944	Autumn	1474.308
6356	11946	Ryland	1474.294
6357	11950	Kenan	1474.236
6358	11950	Vinnamon	1474.236
6359	11952	Qu3r	1474.235
6360	11953	Que	1474.228
6362	11955	Danilo	1474.188
6363	11959	Thom	1474.157
6364	11962	brandon	1474.125
6365	11965	Alex	1474.096
6366	11968	Gralpade	1474.076
6367	11971	Julián	1474.027
6368	11972	Ca$hCal	1474.002
6369	11973	Alborj	1473.984
6370	11975	Philipe	1473.972
6371	11977	Slayyyter	1473.964
6372	11982	Sakura	1473.917
6373	11984	Suko	1473.907
6375	11986	Moss	1473.894
6376	11987	Charlie	1473.868
6377	11988	Isla	1473.867
6378	11992	Dasdu	1473.835
6379	11993	Josh	1473.829
6380	11995	Mauro	1473.822
6381	11996	Lex	1473.797
6382	11998	Will	1473.79
6385	12003	BloodGear	1473.742
6386	12005	Jem	1473.728
6387	12006	Dezzer	1473.713
6388	12009	Sabas	1473.684
6389	12010	Tiempez	1473.674
6391	12013	Drasill	1473.651
6393	12020	Jamal	1473.591
6396	12023	Aurier	1473.527
6398	12025	Berry	1473.516
6400	12030	Jarringeye	1473.451
6402	12033	Tom déFoole	1473.423
6407	12041	KevinM	1473.343
6409	12043	Leeyum	1473.314
6410	12044	Chesska	1473.308
6411	12045	Prime	1473.305
6412	12046	Diam	1473.303
6413	12047	ace	1473.296
6414	12048	Alexis	1473.292
6416	12050	Mr. Pokémon	1473.242
6417	12055	Ryan	1473.179
6420	12062	Nung	1473.099
6422	12069	Samo	1473.073
6423	12070	Stu	1473.068
6424	12071	Hikaru	1473.063
6425	12074	Shan	1473.046
6429	12082	Rique Nunes	1472.991
6431	12085	Tyler	1472.969
6432	12086	Davis	1472.965
6433	12089	Ryan	1472.937
6434	12090	Cs	1472.924
6436	12094	Ash Ketchum	1472.871
6437	12098	Jamie	1472.855
6438	12102	MB	1472.841
6440	12104	Ian	1472.834
6442	12106	Bergan	1472.801
6443	12107	Charlie	1472.798
6447	12112	Sidbuu	1472.775
6448	12114	HeyitsLeonn	1472.763
6449	12115	Tomasz	1472.761
6451	12117	Brick	1472.754
6453	12119	Eruwin	1472.734
6454	12123	yuki	1472.685
6458	12127	Sven	1472.625
6461	12132	Osada	1472.579
6462	12134	Matt	1472.55
6463	12135	Jo	1472.549
6464	12137	Eamonn	1472.53
6465	12138	Rage	1472.511
6466	12141	Ruddaaa	1472.487
6469	12145	Jiwon	1472.438
6470	12146	Banda	1472.43
6473	12151	Ash	1472.395
6477	12155	Zak	1472.355
6481	12161	Calibold	1472.311
6482	12164	Paper	1472.26
6483	12164	Modern	1472.26
6485	12170	cameron	1472.232
6492	12178	Criscao	1472.154
6494	12180	Mohammad	1472.148
6495	12180	Ashley	1472.148
6496	12183	Defwing	1472.092
6498	12185	Sam	1472.073
6499	12187	Iskerito	1472.061
6500	12189	Dìck	1472.047
6502	12193	Maco	1472.032
6504	12199	Micah	1472.006
6506	12201	George	1471.992
6507	12204	Luna	1471.976
6508	12205	Zack	1471.974
6511	12208	Charitoo	1471.939
6512	12211	stonks	1471.925
6513	12212	Trevor	1471.916
6514	12213	Zac	1471.907
6516	12216	Willy	1471.892
6517	12218	LOURENÇO	1471.868
6518	12219	WRD	1471.857
6520	12224	Qing	1471.827
6521	12225	Dan	1471.824
6522	12229	Falcon	1471.818
6523	12230	Gen	1471.803
6524	12231	Mana	1471.799
6528	12239	Camero	1471.717
6530	12243	Taferu	1471.712
6532	12246	VNinja	1471.706
6533	12247	Mati	1471.705
6534	12247	Rollin	1471.705
6535	12249	Daniel	1471.704
6536	12250	Mon	1471.701
6537	12251	AllyKat	1471.699
6538	12252	TheLegend27	1471.694
6539	12253	Mr Lewins	1471.689
6540	12255	NMTArts	1471.686
6541	12255	Toad	1471.686
6542	12257	George	1471.683
6547	12264	Scrat	1471.655
6548	12266	Fabian	1471.622
6549	12267	QuiverDancer	1471.621
6550	12269	AeternuSora	1471.593
6552	12274	Lewis	1471.582
6555	12278	Luc	1471.562
6557	12281	SawaVGC	1471.524
6558	12283	Ham	1471.509
6562	12288	Canan	1471.496
6563	12289	mael	1471.494
6564	12290	Crimson	1471.481
6565	12291	Thomas	1471.473
6566	12293	copper	1471.463
6567	12294	Brightside	1471.462
6568	12296	Dein	1471.457
6569	12297	caiovibora	1471.442
6572	12302	Ethan	1471.395
6573	12303	Blue Robin	1471.388
6574	12304	Lynarto	1471.384
6575	12306	Bakamura	1471.371
6577	12310	Dale	1471.348
6578	12313	Mek	1471.335
6579	12314	Aries	1471.325
6580	12315	Christian	1471.321
6581	12320	Malik	1471.299
6583	12327	Shaggy	1471.254
6584	12329	Josh	1471.251
6585	12331	Misaki	1471.222
6586	12332	Richie	1471.221
6587	12333	Rotciv	1471.209
6589	12337	Cal	1471.191
6590	12339	Nahuel9	1471.167
6591	12341	H.I.M	1471.157
6592	12342	Kygi	1471.151
6595	12345	yuuichiro	1471.147
6598	12350	isabel	1471.138
6599	12352	Phycin	1471.123
6600	12353	Cenarions	1471.122
6601	12355	Rhombus	1471.105
6602	12356	Shawn	1471.103
6603	12357	Zee	1471.098
6604	12358	Cyan	1471.095
6605	12359	Tiefling	1471.09
6608	12364	BMX	1471.029
6609	12366	Zane	1471.024
6610	12368	Satanabal	1471.006
6613	12371	Bool	1470.989
6614	12373	Kira	1470.985
6615	12376	Hugo	1470.951
6617	12381	Zardycoolers	1470.909
6618	12382	Solo	1470.907
6619	12383	Ramza	1470.901
6620	12384	Hayato	1470.889
6622	12387	Jorge	1470.856
6624	12389	Blue	1470.85
6627	12393	FreakyD	1470.798
6628	12394	Ruby	1470.793
6630	12396	Kyrie	1470.774
6632	12401	AC	1470.729
6633	12404	Yoan	1470.714
6635	12406	Este	1470.71
6637	12407	Sean	1470.707
6640	12411	Rick	1470.679
6643	12415	Mr Saiko26	1470.641
6644	12417	Zayaan	1470.636
6646	12419	Mike	1470.621
6650	12424	SoulEcho	1470.564
6651	12425	MyNameSuckz	1470.56
6652	12426	Montaron	1470.554
6653	12427	Josué	1470.522
6654	12429	Kendrick	1470.512
6656	12432	RedVGC	1470.508
6658	12436	Florian	1470.492
6659	12439	disred	1470.465
6660	12440	Sam	1470.462
6662	12442	Skyfire	1470.457
6663	12444	West	1470.453
6664	12445	Danni	1470.442
6665	12446	James	1470.439
6666	12450	Tyler	1470.43
6667	12452	Andresifz	1470.416
6668	12454	Milo	1470.41
6670	12456	FX	1470.392
6671	12457	Champ	1470.386
6673	12459	Banerath	1470.376
6674	12460	leo	1470.374
6675	12463	Bronwyn	1470.346
6676	12464	PabIö	1470.339
6677	12465	Damon	1470.338
6678	12468	Connor	1470.319
6681	12472	Michael	1470.304
6682	12476	caleb	1470.252
6683	12477	Chuck	1470.25
6684	12478	Aaryaman	1470.244
6686	12482	MNobel	1470.174
6688	12484	Nifty	1470.159
6689	12485	Daylnn	1470.158
6690	12487	Gio	1470.147
6692	12492	Hannah	1470.129
6693	12494	Dan	1470.096
6695	12498	Rupertthered	1470.069
6696	12501	Gerry	1470.063
6697	12503	Fish	1470.062
6698	12504	Brynn Lyra	1470.055
6701	12508	Kasteverous	1470.003
6703	12513	TrainRViolet	1469.959
6705	12518	Gabe	1469.938
6706	12519	mDy	1469.933
6708	12522	Gap	1469.92
6709	12523	Sails	1469.91
6711	12526	Gwen	1469.896
6713	12527	Ryan	1469.884
6715	12532	Ana	1469.848
6716	12533	Dash	1469.837
6717	12534	Jinx	1469.83
6718	12535	Firewolf13	1469.824
6720	12538	Nick	1469.795
6721	12540	jeremiah	1469.782
6724	12543	Kevin	1469.752
6725	12544	Rafael	1469.73
6726	12546	Trav	1469.705
6727	12547	Cito	1469.702
6728	12548	MrFistrSwift	1469.696
6730	12550	Gert Verdurr	1469.675
6731	12551	Among Us	1469.649
6733	12554	Kaguya	1469.641
6734	12555	WIZPIN	1469.638
6735	12557	DexteR	1469.612
6737	12562	Dean	1469.596
6738	12565	Charlie	1469.563
6739	12566	Bernard	1469.559
6740	12567	Jack	1469.557
6742	12575	Alexander	1469.512
6744	12577	Lee	1469.493
6745	12580	Kris	1469.489
6748	12586	FarigirafFan	1469.414
6750	12590	Callum 	1469.398
6754	12597	Evelyn	1469.376
6755	12599	Fred	1469.374
6757	12602	Ashiro	1469.351
6758	12603	Pão Jedro	1469.346
6760	12607	Lina	1469.278
6761	12609	Brenny	1469.262
6762	12611	Bishmii	1469.243
6763	12613	Aussie	1469.221
6767	12620	Curtis	1469.134
6768	12621	Bart	1469.131
6769	12623	Robin	1469.118
6773	12628	Boo-wridley	1469.098
6774	12630	Maxxus	1469.072
6775	12632	Dudeman	1469.066
6777	12637	Jade	1469.018
6778	12638	Emily	1469.017
6779	12639	Saculo	1469.011
6782	12643	Gonzalo	1468.99
6784	12645	Patrick	1468.982
6785	12646	Smigget	1468.979
6786	12647	Polari	1468.962
6787	12648	Blue	1468.958
6788	12651	Alex	1468.952
6789	12653	Scrublord II	1468.945
6790	12654	BlokAiD	1468.942
6791	12654	 Master Vaan	1468.942
6792	12656	LV	1468.933
6793	12657	Garret	1468.925
6796	12662	Chauncey	1468.87
6799	12667	SHANE	1468.841
6801	12669	Connor	1468.815
6802	12670	Lucas	1468.81
6804	12673	Mick	1468.773
6805	12675	Steeno	1468.772
6807	12678	Talon	1468.753
6808	12681	SUMBY	1468.73
6810	12688	Kaiba	1468.659
6811	12690	Maxime	1468.656
6812	12691	Apex	1468.654
6813	12694	Fedor	1468.638
6814	12697	Marieke	1468.621
6816	12699	Mecha Whit	1468.602
6819	12704	Dabicho	1468.595
6820	12706	Bryan	1468.59
6822	12709	Denji	1468.567
6823	12710	Zly	1468.559
6824	12711	Fair	1468.553
6825	12713	TecmoVGC	1468.537
6826	12714	Matt	1468.532
6828	12718	Hus	1468.512
6829	12720	b4rt3r	1468.482
6830	12721	Drew	1468.477
6831	12722	Allex	1468.465
6832	12727	Jaykub	1468.444
6834	12731	Mrbozz	1468.376
6836	12736	Kylalu	1468.348
6837	12737	D.	1468.328
6841	12741	Satvik	1468.283
6842	12745	CharlieShine	1468.231
6843	12746	Kev	1468.226
6844	12748	nantan	1468.221
6846	12751	Tyler	1468.203
6847	12752	Carlos	1468.193
6848	12753	Lucy	1468.189
6849	12754	Goomba	1468.186
6850	12755	Syndrome	1468.17
6851	12756	Tommy	1468.166
6852	12757	Joseph	1468.162
6853	12758	logan	1468.155
6854	12760	socks	1468.13
6855	12763	Libsey	1468.123
6857	12768	HiRo	1468.079
6860	12776	Bob	1468.011
6862	12779	Bonez	1467.982
6865	12782	Gabby	1467.965
6866	12785	Nekkra	1467.953
6867	12787	Leonardo	1467.945
6868	12788	Jeanne	1467.936
6869	12789	Bwag	1467.914
6870	12790	Tejano	1467.909
6871	12791	Endy	1467.888
6872	12792	Max	1467.881
6873	12793	Aodhán	1467.875
6875	12796	Zolrain	1467.852
6876	12798	P O C A R I	1467.843
6877	12799	Linttu	1467.842
6878	12800	Greg	1467.825
6879	12802	Nina	1467.816
6881	12808	Sandsage	1467.716
6882	12809	Eric	1467.715
6883	12810	Blue	1467.713
6884	12812	Leukinha	1467.692
6885	12815	Nimbus	1467.656
6887	12818	Eauxgee	1467.618
6889	12822	D	1467.584
6890	12823	Serene	1467.554
6893	12828	Jarrod	1467.528
6894	12829	Kevin	1467.506
6896	12835	Alex	1467.43
6897	12837	Romain	1467.427
6902	12843	Ethan	1467.397
6903	12844	Anthony	1467.384
6904	12844	Utah	1467.384
6908	12853	TROY	1467.298
6909	12857	Ace	1467.272
6910	12858	Vortex	1467.26
6912	12860	William	1467.24
6913	12861	Ambition	1467.23
6915	12865	AdventArcane	1467.217
6917	12867	Jason	1467.211
6918	12869	waka	1467.202
6920	12872	Camilo	1467.164
6921	12873	Aaron	1467.122
6922	12874	Chase	1467.108
6925	12883	AchusslaVGC	1466.992
6927	12887	Chaos X	1466.945
6928	12888	Nono!	1466.931
6933	12895	Taran	1466.872
6935	12897	ao	1466.85
6936	12900	Esteban	1466.825
6938	12903	J Bub	1466.816
6939	12905	mak	1466.803
6940	12907	Owen	1466.794
6942	12910	Junior	1466.747
6943	12912	Johan	1466.715
6945	12915	Tengo	1466.659
6946	12916	Robot	1466.643
6948	12920	jeb	1466.594
6951	12923	JøНαηDК	1466.569
6952	12925	alexander	1466.532
6953	12926	Kenneth	1466.495
6954	12928	Nezroth	1466.493
6955	12929	kevin	1466.491
6957	12932	Dei	1466.459
6960	12936	Frank	1466.434
6961	12937	Antwan	1466.428
6963	12939	Logan	1466.421
6965	12941	French	1466.37
6968	12947	Billy	1466.322
6969	12948	Espedan	1466.308
6970	12950	Braccossauro	1466.307
6971	12954	ludius	1466.234
6972	12956	Benpipi	1466.215
6975	12959	AussieMawile	1466.163
6976	12960	Vovô Jogos	1466.143
6978	12967	MrNealio	1466.089
6979	12968	Bell	1466.059
6982	12974	Michael	1465.96
6983	12975	Dorn	1465.949
6984	12980	Hue	1465.932
6985	12984	0dile	1465.89
6986	12986	Tyler	1465.87
6988	12992	Ben	1465.803
6989	12993	Smoothie	1465.797
6992	12996	Taijem	1465.746
6993	12996	Jonathan	1465.746
6994	13000	easthasting	1465.725
6995	13001	Nate	1465.717
6996	13002	Bailey Max	1465.715
6997	13003	Bolster	1465.702
6998	13005	Renali	1465.682
7002	13012	Gyrfalcon	1465.622
7003	13013	Ange	1465.611
7007	13019	Meeklosh	1465.444
7010	13021	Wolve	1465.414
7012	13024	Juan-chan	1465.388
7013	13025	Nemo	1465.38
7014	13026	Valor	1465.361
7016	13028	Phoenix	1465.358
7017	13029	SoKoJohn	1465.344
7018	13032	Yor	1465.315
7021	13037	Edwin	1465.286
7023	13040	Plumeria	1465.261
7024	13042	Co Do	1465.201
7025	13043	Allen	1465.188
7026	13044	David	1465.185
7027	13045	Penguin	1465.176
7029	13048	Violet	1465.163
7030	13051	X	1465.156
7031	13053	Jake	1465.126
7032	13054	BLocal15	1465.124
7033	13055	Electro	1465.12
7034	13059	lois	1465.083
7038	13070	Theko	1464.979
7040	13076	William	1464.918
7041	13077	Tammy	1464.915
7042	13081	Jaden	1464.846
7044	13086	Riley	1464.736
7045	13087	Lynx	1464.733
7046	13088	BlazeKick	1464.728
7047	13089	Lex	1464.724
7048	13090	Zo	1464.722
7049	13092	Leon	1464.71
7050	13093	Slyvnash	1464.672
7051	13095	Semih	1464.649
7052	13096	Tom	1464.646
7053	13099	Lem	1464.631
7054	13101	Hannibal	1464.586
7057	13105	MrCurtastic	1464.534
7059	13107	Mike	1464.506
7060	13111	Sefranek	1464.448
7064	13115	GeraVGC	1464.371
7067	13118	Kaue Magrao	1464.326
7070	13122	Cordelia	1464.308
7071	13123	Keely	1464.306
7072	13125	Chris	1464.292
7074	13129	Brai	1464.249
7076	13131	Corrosion	1464.218
7077	13132	Owen	1464.197
7078	13135	HexGames	1464.173
7079	13137	HVAC GOON	1464.15
7080	13137	Carson	1464.15
7081	13139	Joey	1464.147
7082	13141	Peter	1464.134
7086	13148	iguinho	1464.055
7088	13151	Kikome	1464.007
7090	13153	RuiZinh0	1463.987
7091	13154	champgabr	1463.971
7092	13155	Pikaboi	1463.959
7093	13156	PHILLIP	1463.956
7094	13157	Ryudinage	1463.954
7095	13158	Rie	1463.949
7096	13159	Sion	1463.917
7098	13162	Julia	1463.893
7099	13162	Zedd Lord	1463.893
7101	13166	Farvela	1463.846
7103	13171	Dubby	1463.822
7105	13175	Echo	1463.761
7109	13181	Carter	1463.698
7111	13183	Nikko	1463.681
7112	13184	Teslobo	1463.666
7113	13185	aaron	1463.664
7114	13186	Shane	1463.662
7115	13188	nin_JoDac	1463.604
7117	13190	Banjo	1463.592
7119	13193	Olive	1463.534
7120	13195	Jim Jam	1463.478
7121	13196	JDelB	1463.457
7122	13197	Jamm	1463.444
7123	13199	Velli	1463.411
7124	13203	ADFluffy	1463.345
7127	13209	Ten	1463.25
7129	13212	Astronema	1463.23
7130	13214	Erico	1463.219
7132	13221	André	1463.09
7133	13225	Aeon	1463.029
7134	13226	Lurker	1463.025
7136	13229	dook	1463.008
7137	13230	Rinka	1463.003
7138	13233	Winded	1462.987
7141	13239	Blapzzz	1462.907
7143	13243	Nick	1462.826
7145	13247	Infamous	1462.708
7146	13248	Sukotto	1462.706
7147	13249	Shiney	1462.669
7148	13251	Juliana	1462.654
7149	13252	Nabeyo	1462.604
7150	13253	Wolky B	1462.591
7151	13255	Spencer	1462.583
7152	13257	Brian	1462.578
7154	13259	Tom	1462.548
7156	13262	Skarm	1462.504
7157	13263	gem-Sc	1462.49
7158	13264	JJ	1462.488
7159	13265	Speed	1462.474
7160	13266	Dil	1462.471
7161	13267	Johnz	1462.463
7162	13270	Trenton	1462.423
7163	13271	Fuji	1462.422
7164	13272	rc	1462.414
7166	13276	Dada	1462.334
7167	13277	Oscar	1462.318
7168	13278	Tri	1462.313
7169	13279	Apple	1462.31
7171	13281	Quadrikemon	1462.303
7176	13289	Dengar	1462.219
7177	13293	Orax	1462.182
7178	13295	Cruizato	1462.144
7179	13296	Andrew	1462.134
7180	13297	Aaron	1462.127
7181	13299	Storms	1462.105
7182	13300	Rich	1462.093
7183	13301	NStar	1462.074
7185	13307	Innes	1462.021
7186	13308	Daddy	1462.015
7187	13310	scarlet	1461.988
7188	13312	Asterio	1461.982
7189	13313	Alex	1461.979
7191	13317	Adam	1461.965
7192	13319	LegendaryKas	1461.938
7193	13320	JAMES JAGAAN	1461.937
7194	13323	Karnage	1461.88
7195	13325	Lacius	1461.821
7198	13330	Tokin	1461.76
7201	13335	Lux	1461.719
7202	13337	Xara	1461.714
7205	13342	Zer	1461.696
7207	13346	Kezza	1461.599
7208	13348	Samiul	1461.579
7210	13352	Thiago	1461.526
7211	13353	Kyle	1461.52
7212	13355	Thundragon	1461.518
7213	13356	Clara	1461.51
7214	13357	Mike	1461.489
7215	13358	Sid	1461.486
7216	13359	Arturo	1461.472
7217	13360	Fritz	1461.459
7220	13364	Zan	1461.392
7224	13374	Jack	1461.263
7225	13376	Marra	1461.238
7226	13377	Tony	1461.237
7228	13379	Eddyy	1461.217
7229	13380	Eddy	1461.209
7230	13383	Gomez	1461.196
7231	13390	Tezminator	1461.113
7232	13395	CrazyMewtwo	1461.079
7233	13396	doomDweller	1461.071
7234	13397	Joyboy	1461.07
7235	13398	Dark Law	1461.057
7236	13399	MrGoat	1461.04
7238	13401	Alex	1461.022
7239	13403	guac	1460.986
7242	13410	Matt	1460.941
7243	13411	Fi	1460.922
7245	13419	Mio	1460.787
7246	13421	Nicholas	1460.771
7247	13423	Calumbo	1460.756
7249	13425	Saddham	1460.746
7250	13426	Tech	1460.742
7251	13427	Ronin	1460.733
7254	13433	BRANCHO	1460.695
7255	13434	Korra	1460.666
7256	13435	Link	1460.642
7258	13438	Goblin	1460.606
7259	13442	Widiam	1460.534
