Region Rank	Rank	Name	Rating
4995	9541	Sergi 	1493.478
4999	9548	Román	1493.296
5000	9549	Manu	1493.285
5005	9563	Hansk	1493.108
5008	9570	Will	1493.004
5014	9577	Lolontxas	1492.93
5028	9601	M.Á	1492.698
5032	9609	Peñu	1492.61
5033	9612	Mike	1492.563
5039	9622	Carlo	1492.463
5041	9627	Cheren	1492.405
5060	9655	Juan	1492.082
5061	9656	Roman	1492.076
5067	9663	Haxo	1491.989
5080	9694	Vicente™	1491.652
5088	9705	Fran	1491.554
5091	9712	Twilight	1491.453
5092	9713	Pepemi	1491.447
5100	9731	Edalmi	1491.17
5101	9734	Olivia	1491.131
5107	9747	Andoresu	1490.982
5111	9752	Elebi	1490.934
5115	9760	iker	1490.816
5124	9777	Jose	1490.667
5128	9786	Melynx	1490.533
5146	9823	Nicolás	1490.216
5148	9829	Asumi	1490.163
5153	9840	Oscar	1490.088
5154	9844	Neko	1490.075
5157	9851	Dist	1490.007
5164	9863	Kone	1489.893
5181	9892	HomeDelMall	1489.612
5192	9905	Javier	1489.529
5207	9929	Marians	1489.351
5215	9942	Jairolas	1489.241
5222	9952	zed	1489.168
5227	9964	Jesús	1489.099
5246	9997	Ash	1488.779
5248	9999	Krayt	1488.751
5255	10008	Ivan	1488.695
5260	10013	TurboDv	1488.679
5268	10025	Andreu.RR	1488.595
5272	10031	Villegas	1488.563
5274	10038	Pablo	1488.533
5283	10056	BliNd	1488.395
5288	10067	OzDrake	1488.308
5290	10069	Gabrais	1488.294
5294	10076	Cristian	1488.255
5298	10086	Jesuscaig	1488.206
5301	10093	Ma ♥ Jo	1488.124
5309	10106	Morr	1488.053
5327	10133	Ranma	1487.842
5331	10145	Rodrigo	1487.776
5333	10148	Diego	1487.752
5355	10185	RiKu	1487.536
5367	10206	vdoochld	1487.424
5368	10208	Crull	1487.419
5377	10225	Juan	1487.326
5380	10231	ThunderZeus	1487.282
5381	10234	Marcos	1487.27
5383	10236	widersedi	1487.258
5388	10246	Harvy	1487.207
5389	10247	Esequiel	1487.178
5400	10262	Luis	1487.091
5406	10276	Dracoo25	1487.019
5411	10290	Rayo22	1486.943
5415	10293	Astaroth	1486.922
5416	10295	Ivo	1486.916
5418	10297	Phantom	1486.912
5435	10325	Cristóbal	1486.788
5447	10345	Neo	1486.693
5460	10365	Kenyu	1486.55
5471	10383	MAngel	1486.45
5478	10392	David	1486.423
5487	10406	Alesin47	1486.305
5493	10415	Paco	1486.279
5496	10421	Tanith	1486.253
5497	10429	sasa	1486.214
5499	10433	akro	1486.173
5501	10435	Nariw	1486.158
5514	10460	Adri	1486.0
5516	10464	Yurikany	1485.991
5518	10466	Galvan	1485.982
5524	10478	HarkyESP	1485.917
5528	10486	ParisMc	1485.891
5538	10508	jesuis	1485.769
5543	10518	Yam	1485.743
5551	10534	Benja	1485.653
5554	10543	Terry	1485.607
5560	10552	Nico	1485.544
5561	10553	Matt	1485.543
5574	10575	Dany	1485.399
5577	10579	WWCelta	1485.369
5584	10596	Carlos	1485.273
5595	10609	Emi	1485.212
5604	10625	Yuanyo	1485.138
5613	10639	Renan VIII	1485.07
5618	10649	Hache	1485.029
5626	10658	qqqq	1484.981
5632	10672	Ankokukenshi	1484.904
5657	10717	Baruc	1484.657
5671	10751	Fujired	1484.506
5672	10752	Fabri	1484.472
5675	10756	!Hijo!	1484.445
5677	10758	Halfliper	1484.442
5681	10765	JoyBoy	1484.41
5684	10771	Oscarin	1484.377
5687	10774	Eibrahán	1484.363
5721	10828	Eyi	1484.122
5727	10851	Miguel	1484.016
5729	10856	Luis Gil	1483.994
5740	10877	Mario	1483.821
5746	10884	Janna	1483.773
5749	10891	Jaime	1483.729
5750	10892	Kimmer	1483.728
5752	10894	Yam1590	1483.717
5753	10896	Pıþěłłå 	1483.711
5759	10914	Hiey	1483.66
5765	10924	Luis	1483.632
5770	10931	Luis Ketch	1483.584
5771	10935	Jose	1483.568
5775	10939	Aks09	1483.538
5779	10946	Hotaru	1483.504
5783	10952	Tetsu	1483.472
5793	10969	Aguss_Deluxe	1483.365
5794	10970	UnBanLobitos	1483.354
